SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT,FINANCE TYPE,SCHOOL LEVEL,TELEPHONE,FAX NUMBER,WEBSITE,RELIGION
270091000133,Aided Secondary Schools,TUNG WAH GROUP OF HOSPITALS YOW KAM YUEN COLLEGE,CITY ONE SHATIN NEW TERRITORIES,114.20386941,22.38402925,839048.0,827201.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26497385,26494688,http://www.twyky.edu.hk,NOT APPLICABLE
514047000133,Aided Secondary Schools,ST. FRANCIS' CANOSSIAN COLLEGE,G/F-3/F ASSEMBLY HALL BLOCK 9-13 KENNEDY ROAD HONG KONG,114.1690053,22.27480642,835457.0,815106.0,GIRLS,WHOLE DAY,WAN CHAI,AIDED,SECONDARY,25271007,25291758,http://www.sfcc.edu.hk,CATHOLICISM
190420000133,Aided Secondary Schools,HONG KONG TAOIST ASSOCIATION TANG HIN MEMORIAL SECONDARY SCHOOL,CHOI YUEN ESTATE SHEUNG SHUI NEW TERRITORIES,114.12894287,22.49940655,831336.0,839978.0,CO-ED,WHOLE DAY,NORTH,AIDED,SECONDARY,26726820,26720711,http://www.tanghin.edu.hk,TAOISM
190497000133,Aided Secondary Schools,"CHRISTIAN ALLIANCE CHENG WING GEE COLLEGE OF THE KOWLOON TONG CHURCH OF THE CHINESE CHRISTIAN AND MISSIONARY ALLIANCE, HONG KONG",12-14 CHIK WAN STREET TAI WAI SHATIN NEW TERRITORIES,114.17569951,22.37192157,836147.0,825860.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26049762,26016758,http://www.cwgc.edu.hk,PROTESTANTISM / CHRISTIANITY
190241000133,Aided Secondary Schools,THE CHURCH OF CHRIST IN CHINA KEI YUEN COLLEGE,FUNG YAU STREET EAST YUEN LONG NEW TERRITORIES,114.03538322,22.44193626,821703.0,833620.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24750331,24745663,http://www.ccckyc.edu.hk,PROTESTANTISM / CHRISTIANITY
170755000133,Aided Secondary Schools,PO LEUNG KUK WU CHUNG COLLEGE,HENG ON ESTATE MA ON SHAN SHATIN NT,114.22730253,22.41595549,841460.0,830737.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26415866,26415777,http://www.plkwcc.edu.hk,NOT APPLICABLE
210129000133,Aided Secondary Schools,KAU YAN COLLEGE,FU SHIN ESTATE TAI PO NEW TERRITORIES,114.17665094,22.45576966,836245.0,835145.0,CO-ED,WHOLE DAY,TAI PO,AIDED,SECONDARY,26608308,26620377,http://www.kyc.edu.hk,PROTESTANTISM / CHRISTIANITY
190764000133,Aided Secondary Schools,POK OI HOSPITAL CHAN KAI MEMORIAL COLLEGE,LUNG HANG ESTATE SHATIN NEW TERRITORIES,114.17810744,22.36615105,836395.0,825221.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26044118,26031087,http://www.pohck.edu.hk,NOT APPLICABLE
114120000133,Aided Secondary Schools,VALTORTA COLLEGE,PUI YIN LANE TAI PO NT,114.16801457,22.44551083,835356.0,834009.0,CO-ED,WHOLE DAY,TAI PO,AIDED,SECONDARY,26560017,26546224,http://www.valtorta.edu.hk,CATHOLICISM
190683000133,Aided Secondary Schools,HONG KONG TAOIST ASSOCIATION THE YUEN YUEN INSTITUTE NO.2 SECONDARY SCHOOL,FU SHIN ESTATE TAI PO NEW TERRITORIES,114.17655379,22.45306956,836235.0,834846.0,CO-ED,WHOLE DAY,TAI PO,AIDED,SECONDARY,26616038,26613337,http://www.yy2.edu.hk,TAOISM
511170000133,Aided Secondary Schools,BETHEL HIGH SCHOOL,11 4TH STREET SECTION F FAIRVIEW PARK YUEN LONG NEW TERRITORIES,114.04982676,22.47595684,823193.0,837386.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24712622,24715171,http://www.bethel.edu.hk,PROTESTANTISM / CHRISTIANITY
283002000133,Aided Secondary Schools,SKH HOLY CARPENTER SECONDARY SCHOOL,10 TAI WAN ROAD HUNGHOM KOWLOON,114.18803529,22.30775897,837418.0,818755.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,SECONDARY,23642730,23648708,http://www.hcs.edu.hk,PROTESTANTISM / CHRISTIANITY
510580000233,Aided Secondary Schools,PUI SHING CATHOLIC SECONDARY SCHOOL,9 TIN HO ROAD TIN SHUI WAI YUEN LONG NT,114.00017747,22.45008313,818080.0,834526.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24450800,24452018,http://www.puishing.edu.hk,CATHOLICISM
190209000133,Aided Secondary Schools,SHENG KUNG HUI LAM KAU MOW SECONDARY SCHOOL,"10 TAK PO STREET, CITY ONE, SHATIN, NEW TERRITORIES",114.20432589,22.38445361,839095.0,827248.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26488222,26376489,http://www.skhlkmss.edu.hk,PROTESTANTISM / CHRISTIANITY
130893000233,Aided Secondary Schools,KOWLOON TRUE LIGHT SCHOOL,1 TRUE LIGHT LANE SUFFOLK ROAD KOWLOON,114.17556388,22.33836402,836133.0,822144.0,GIRLS,WHOLE DAY,KOWLOON CITY,AIDED,SECONDARY,36550000,36550110,http://www.ktlms.edu.hk,PROTESTANTISM / CHRISTIANITY
190268000133,Aided Secondary Schools,BUDDHIST WONG WAN TIN COLLEGE,MEI LAM ESTATE SHATIN NT,114.17803958,22.37811651,836388.0,826546.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26058369,26020776,http://www.bwwtc.edu.hk,BUDDHISM
529990000233,Aided Secondary Schools,CHRISTIAN NATIONALS' EVANGELISM COMMISSION LAU WING SANG SECONDARY SCHOOL,323 SAN HA STREET CHAI WAN HONG KONG,114.24214106,22.26487782,842995.0,814008.0,CO-ED,WHOLE DAY,EASTERN,AIDED,SECONDARY,27156333,25569126,http://www.lws.edu.hk,PROTESTANTISM / CHRISTIANITY
133078000133,Aided Secondary Schools,LOCK TAO SECONDARY SCHOOL,MEI LAM ESTATE TAI WAI SHATIN NEW TERRITORIES,114.17452451,22.3801574,836026.0,826772.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26021000,26927712,http://www.locktao.edu.hk,PROTESTANTISM / CHRISTIANITY
512869000133,Aided Secondary Schools,MARYMOUNT SECONDARY SCHOOL,123 BLUE POOL ROAD HONG KONG,114.19051549,22.2633642,837674.0,813839.0,GIRLS,WHOLE DAY,WAN CHAI,AIDED,SECONDARY,25728221,25729371,http://www.mss.edu.hk,CATHOLICISM
212318000133,Aided Secondary Schools,ASSEMBLY OF GOD HEBRON SECONDARY SCHOOL,PO NGA COURT TAI PO NEW TERRITORIES,114.15930957,22.45034141,834460.0,834544.0,CO-ED,WHOLE DAY,TAI PO,AIDED,SECONDARY,26520698,26522070,http://www.hebron.edu.hk,PROTESTANTISM / CHRISTIANITY
230790000133,Aided Secondary Schools,SHENG KUNG HUI TSANG SHIU TIM SECONDARY SCHOOL,"ESTATE SECONDARY SCHOOL 1, WO CHE ESTATE, SHATIN, N.T..",114.19488762,22.38689318,838123.0,827518.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26975566,26922146,http://www.skhtst.edu.hk,PROTESTANTISM / CHRISTIANITY
529761000133,Aided Secondary Schools,YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION TANG SIU TONG SECONDARY SCHOOL,PING HA ROAD AREA 3 TIN SHUI WAI YUEN LONG NEW TERRITORIES,114.0016096,22.4468789,818227.0,834171.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24461661,24706380,http://www.tstss.edu.hk,NOT APPLICABLE
560499000133,Aided Secondary Schools,CUMBERLAND PRESBYTERIAN CHURCH YAO DAO SECONDARY SCHOOL,28 HONG YIP STREET YUEN LONG NEW TERRITORIES,114.03229641,22.44900435,821386.0,834403.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24730777,24730177,http://www.cpcydss.edu.hk,PROTESTANTISM / CHRISTIANITY
170577000133,Aided Secondary Schools,THE HONG KONG SZE YAP COMMERCIAL & INDUSTRIAL ASSOCIATION WONG TAI SHAN MEMORIAL COLLEGE,"250 NAM CHEONG STREET, KOWLOON",114.16855544,22.33466128,835411.0,821734.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,SECONDARY,27788982,27773690,http://www.wtsmc.edu.hk,NOT APPLICABLE
170720000133,Aided Secondary Schools,SHENG KUNG HUI KEI HAU SECONDARY SCHOOL,G/F-6/F AND ANNEX BLOCK 5 KAI TIN ROAD LAM TIN KOWLOON,114.23512394,22.30582537,842270.0,818542.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,SECONDARY,23460252,23464648,http://www.keihau.edu.hk,PROTESTANTISM / CHRISTIANITY
316628000133,Aided Secondary Schools,CATHOLIC MING YUEN SECONDARY SCHOOL,"STANDARD SCHOOL NO. 1, HAU TAK ESTATE, PHASE I, TSEUNG KWAN O, SAI KUNG, N.T.",114.26412996,22.31773273,845258.0,819862.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,27027102,27027370,http://www.mingyuen.edu.hk,CATHOLICISM
190560000133,Aided Secondary Schools,CARMEL DIVINE GRACE FOUNDATION SECONDARY SCHOOL,"ESTATE SECONDARY SCHOOL, PO LAM ESTATE, TSEUNG KWAN O, AREA 14, SAI KUNG, NEW TERRITORIES",114.25423478,22.32640712,844238.0,820822.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,27010908,27040404,http://www.cdgfss.edu.hk,PROTESTANTISM / CHRISTIANITY
230855000133,Aided Secondary Schools,KWAI CHUNG METHODIST COLLEGE,ESTATE SECONDARY SCHOOL LAI YIU ESTATE HA KWAI CHUNG NEW TERRITORIES (INCLUDING P001 P002 & P003),114.13063402,22.35222839,831505.0,823680.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,SECONDARY,27450010,23108900,http://www.kcmc.edu.hk,PROTESTANTISM / CHRISTIANITY
270180000133,Aided Secondary Schools,YAN CHAI HOSPITAL TUNG CHI YING MEMORIAL SECONDARY SCHOOL,"210 MA ON SHAN ROAD, SHATIN, NEW TERRITORIES",114.2345903,22.42388182,842210.0,831615.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26409822,26432808,http://www.ychtcy.edu.hk,NOT APPLICABLE
545228000133,Aided Secondary Schools,THE CHURCH OF CHRIST IN CHINA FONG YUN WAH SECONDARY SCHOOL,6 TIN YIP ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES (EXCLUDING CLASSROOM 101-106 401-406 AND 501-506 AFTER 6:00 PM),114.00611487,22.46470073,818693.0,836144.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24455833,24455252,http://www.fywss.edu.hk,PROTESTANTISM / CHRISTIANITY
524816000133,Aided Secondary Schools,MA KAM MING CHARITABLE FOUNDATION MA CHAN DUEN HEY MEMORIAL COLLEGE,2 WAN LUNG ROAD TSEUNG KWAN O NEW TERRITORIES,114.25715267,22.31986756,844539.0,820098.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,27067477,27064177,http://www.mcdhmc.edu.hk,PROTESTANTISM / CHRISTIANITY
270083000133,Aided Secondary Schools,PO LEUNG KUK C.W. CHU COLLEGE,LUNG HANG ESTATE TAI WAI SHATIN NEW TERRITORIES (EXCEPT ROOM 09WR G/F ROOMS 45-45A 4/F AND ROOMS 57-57A 5/F (MONDAYS-FRIDAYS 3:30P.M.-9:30P.M. SATURDAYS-SUNDAYS & PUBLIC HOLIDAYS 8:00A.M.-7:00P.M.)),114.17845699,22.3678217,836431.0,825406.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26991031,26030743,http://www.plkcwc.edu.hk,NOT APPLICABLE
190578000133,Aided Secondary Schools,TUNG WAH GROUP OF HOSPITALS LO KON TING MEMORIAL COLLEGE,G/F TO 4/F AND LABORATORIES AT 5/F ESTATE SECONDARY SCHOOL A (LOWER HALL) PHASE III LONG PING ESTATE YUEN LONG NEW TERRITORIES (INCLUDING ROOMS G21 G22 & G23),114.02207614,22.44914839,820334.0,834420.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24742678,24425385,http://www.lktmc.edu.hk,NOT APPLICABLE
190470000133,Aided Secondary Schools,SHENG KUNG HUI BISHOP BAKER SECONDARY SCHOOL,FUNG YAU STREET SOUTH YUEN LONG NEW TERRITORIES (INCLUDING ROOMS G3 G4 & G5),114.03483968,22.44147523,821647.0,833569.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,SECONDARY,24754778,24799150,http://www.skhbbss.edu.hk,PROTESTANTISM / CHRISTIANITY
190195000133,Aided Secondary Schools,IMMACULATE HEART OF MARY COLLEGE,4 JAT MIN CHUEN STREET JAT MIN CHUEN SHATIN NEW TERRITORIES,114.19188583,22.37574982,837814.0,826284.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26471358,26479606,http://www.ihmc.edu.hk,CATHOLICISM
230456000133,Aided Secondary Schools,SHEK LEI CATHOLIC SECONDARY SCHOOL,23-31 ON CHIT STREET SHEK YAM KWAI CHUNG NEW TERRITORIES (EXCLUDING SUPERVISOR'S ROOM ON G/F CHAPEL ON 1/F & HEADMASTER'S FLAT ON 4/F),114.14081293,22.37180016,832554.0,825847.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,SECONDARY,24291221,24227104,http://www.slc.edu.hk,CATHOLICISM
230758000133,Aided Secondary Schools,LINGNAN DR. CHUNG WING KWONG MEMORIAL SECONDARY SCHOOL,ESTATE SECONDARY SCHOOL NO 2 LAI KING ESTATE KWAI CHUNG NEW TERRITORIES,114.12763391,22.35296801,831196.0,823762.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,SECONDARY,27439488,27443725,http://www.ldcwkmss.edu.hk,PROTESTANTISM / CHRISTIANITY
170852000233,Aided Secondary Schools,TACK CHING GIRLS' SECONDARY SCHOOL,9 HING WAH STREET WEST & ROOMS 513 514 515 & 516 5/F SHAMSHUIPO KOWLOON,114.14943311,22.33204934,833441.0,821445.0,GIRLS,WHOLE DAY,SHAM SHUI PO,AIDED,SECONDARY,27293211,27251779,http://www.tackching.edu.hk,CATHOLICISM
213195000133,Aided Secondary Schools,ST. STEPHEN'S CHURCH COLLEGE,62 POKFULAM ROAD HONG KONG,114.13821518,22.28517822,832284.0,816255.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,AIDED,SECONDARY,25466111,25407518,http://www.sscc.edu.hk,PROTESTANTISM / CHRISTIANITY
270040000133,Aided Secondary Schools,CARITAS CHAI WAN MARDEN FOUNDATION SECONDARY SCHOOL,330 SAN HA STREET WORKSHOP BLOCK CLASSROOM BLOCK (EXCLUDING ROOMS 201A 201B 205 & 206 ON G/F) & HALL BLOCK (EXCLUDING ROOMS 311 & 312 ON 1/F) HONG KONG,114.24362538,22.26463339,843148.0,813981.0,CO-ED,WHOLE DAY,EASTERN,AIDED,SECONDARY,25584133,28984423,http://www.ccm.edu.hk,CATHOLICISM
170267000233,Aided Secondary Schools,ST. PETER'S SECONDARY SCHOOL,21 ABERDEEN RESERVOIR ROAD ABERDEEN HONG KONG,114.15586138,22.25133458,834102.0,812507.0,CO-ED,WHOLE DAY,SOUTHERN,AIDED,SECONDARY,25529206,25547845,http://www.stpeter.edu.hk,CATHOLICISM
190152000133,Aided Secondary Schools,"CHENG CHEK CHEE SECONDARY SCHOOL OF SAI KUNG AND HANG HAU DISTRICT, N.T.",8 CHUK KOK ROAD CHUK KOK SAI KUNG NEW TERRITORIES & SPORTS GROUND AT HIRAM'S HIGHWAY SAI KUNG NEW TERRITORIES,114.25728267,22.34345536,844551.0,822710.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,27198598,27194078,http://www.cccss.edu.hk,NOT APPLICABLE
530247000133,Aided Secondary Schools,CHRISTIAN & MISSIONARY ALLIANCE SUN KEI SECONDARY SCHOOL,"6 TONG CHUN STREET, TSEUNG KWAN O, NEW TERRITORIES",114.2597383,22.30992358,844806.0,818997.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,21916022,21916601,http://www.skss.edu.hk,PROTESTANTISM / CHRISTIANITY
230839000133,Aided Secondary Schools,SHATIN PUI YING COLLEGE,9 FUNG SHUN STREET WO CHE ESTATE SHATIN NEW TERRITORIES,114.19444123,22.38925922,838077.0,827780.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,26917217,26020411,http://www.pyc.edu.hk,PROTESTANTISM / CHRISTIANITY
260215002033,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"ROOM C8.4.3, 2ND FLOOR, TOWER A, AND ROOM B.3.15, 3RD FLOOR, TOWER B, HONG KONG CHILDREN'S HOSPITAL, 1 SHING CHEONG ROAD, KOWLOON BAY, KOWLOON",114.20821424,22.31632636,839497.0,819704.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215002023,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"ROOM C8.4.3, 2ND FLOOR, TOWER A, AND ROOM B.3.15, 3RD FLOOR, TOWER B, HONG KONG CHILDREN'S HOSPITAL, 1 SHING CHEONG ROAD, KOWLOON BAY, KOWLOON",114.20821424,22.31632636,839497.0,819704.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
615471000133,Aided Special Schools,HONG CHI SHIU PONG MORNINGHOPE SCHOOL(SECONDARY SECTION),"9 CHUNG MUN ROAD, TUNG CHUNG, NEW TERRITORIES",113.93225152,22.27700651,811057.0,815370.0,CO-ED,WHOLE DAY,ISLANDS,AIDED,SECONDARY,25702322,25702131,https://hcspms.edu.hk,NOT APPLICABLE
615471000123,Aided Special Schools,HONG CHI SHIU PONG MORNINGHOPE SCHOOL(PRIMARY SECTION),"9 CHUNG MUN ROAD, TUNG CHUNG, NEW TERRITORIES",113.93225152,22.27700651,811057.0,815370.0,CO-ED,WHOLE DAY,ISLANDS,AIDED,PRIMARY,25702322,25702131,https://hcspms.edu.hk,NOT APPLICABLE
260215001923,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"TSAN YUK HOSPITAL (TYH), CHILD & ADOLESCENT PSYCHIATRIC DAY CENTRE, 4/F., WEST WING, 30 HOSPITAL ROAD, SAI YING PUN, HONG KONG",114.14457082,22.28614588,832939.0,816362.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,AIDED,PRIMARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001933,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"TSAN YUK HOSPITAL (TYH), CHILD & ADOLESCENT PSYCHIATRIC DAY CENTRE, 4/F., WEST WING, 30 HOSPITAL ROAD, SAI YING PUN, HONG KONG",114.14457082,22.28614588,832939.0,816362.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
313343000223,Aided Special Schools,CHI YUN SCHOOL (PRIMARY SECTION),"13 CHI KIANG STREET, TO KWA WAN, KOWLOON",114.19098625,22.31359251,837722.0,819401.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,23862010,27089853,https://www.chiyun.edu.hk,BUDDHISM
260215000733,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"KWAI CHUNG HOSPITAL, 3-15 KWAI CHUNG HOSPITAL ROAD, NEW TERRITORIES (EXCLUDING M2 OCCUPATIONAL THERAPY DEPARTMENT, 2/F., BLOCK LM AND OCCUPATIONAL THERAPY DEPARTMENT, DAY RECOVERY CENTRE, DECANTATION BLOCK A)",114.13381133,22.34337931,831832.0,822700.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,SECONDARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001123,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"PRINCESS MARGARET HOSPITAL, 2-10 PRINCESS MARGARET HOSPITAL ROAD, LAI CHI KOK, KOWLOON (EXCLUDING OCCUPATIONAL THERAPY DEPARTMENT, G/F., MAIN BLOCK & BLOCK G, K, M(1/F.))",114.13390896,22.34157323,831842.0,822500.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,PRIMARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001733,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"YAN CHAI HOSPITAL, 7-11 YAN CHAI STREET, TSUEN WAN, NEW TERRITORIES",114.119472,22.36994275,830356.0,825642.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,SECONDARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001723,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"YAN CHAI HOSPITAL, 7-11 YAN CHAI STREET, TSUEN WAN, NEW TERRITORIES",114.119472,22.36994275,830356.0,825642.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215000723,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"KWAI CHUNG HOSPITAL, 3-15 KWAI CHUNG HOSPITAL ROAD, NEW TERRITORIES (EXCLUDING M2 OCCUPATIONAL THERAPY DEPARTMENT, 2/F., BLOCK LM AND OCCUPATIONAL THERAPY DEPARTMENT, DAY RECOVERY CENTRE, DECANTATION BLOCK A)",114.13381133,22.34337931,831832.0,822700.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,PRIMARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001133,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"PRINCESS MARGARET HOSPITAL, 2-10 PRINCESS MARGARET HOSPITAL ROAD, LAI CHI KOK, KOWLOON (EXCLUDING OCCUPATIONAL THERAPY DEPARTMENT, G/F., MAIN BLOCK & BLOCK G, K, M(1/F.))",114.13390896,22.34157323,831842.0,822500.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,SECONDARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215000133,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),"KWONG WAH HOSPITAL, 25 WATERLOO ROAD, YAUMATEI, KOWLOON",114.17215739,22.31530888,835782.0,819591.0,CO-ED,WHOLE DAY,YAU TSIM MONG,AIDED,SECONDARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
250384000323,Aided Special Schools,HONG CHI PINEHILL NO.2 SCHOOL (PRIMARY SECTION),DD11 LOT 1691 NAM HANG TAI PO NEW TERRITORIES (EXCLUDING ADMINISTRATIVE AREA COOK'S DORMITORY HALL DORMITORY 2 CLASSROOMS 1 & 2 ON G/F PHYSIOTHERAPY ROOM OCCUPATIONAL THERAPY ROOM AND THERAPIST COMMON ROOM ON 1/F),114.17217189,22.462714,835784.0,835914.0,CO-ED,WHOLE DAY,TAI PO,AIDED,PRIMARY,26670911,26644703,http://www.hcp2.edu.hk,NOT APPLICABLE
260215000123,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),"KWONG WAH HOSPITAL, 25 WATERLOO ROAD, YAUMATEI, KOWLOON",114.17215739,22.31530888,835782.0,819591.0,CO-ED,WHOLE DAY,YAU TSIM MONG,AIDED,PRIMARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215000333,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),CARITAS MEDICAL CENTRE 111 WING HONG STREET SHAMSHUIPO KOWLOON,114.15318807,22.34146882,833828.0,822488.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
114227000223,Aided Special Schools,HKSYC&IA CHAN NAM CHONG MEMORIAL SCHOOL (PRIMARY SECTION),22 WING FONG ROAD KWAI CHUNG NEW TERRITORIES,114.12615566,22.36013781,831044.0,824556.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,PRIMARY,26159048,26151409,https://www.cncms.edu.hk/it-school/php/webcms/public/mainpage/main.php3,NOT APPLICABLE
313343000233,Aided Special Schools,CHI YUN SCHOOL (SECONDARY SECTION),"13 CHI KIANG STREET, TO KWA WAN, KOWLOON",114.19098625,22.31359251,837722.0,819401.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,SECONDARY,23862010,27089853,https://www.chiyun.edu.hk,BUDDHISM
260215001433,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),TSEUNG KWAN O HOSPITAL NO.2 PO NING LANE HANG HAU TSEUNG KWAN O NEW TERRITORIES,114.26956594,22.31881339,845818.0,819982.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215001033,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),PRINCE OF WALES HOSPITAL 30-32 NGAN SHING STREET SHATIN NEW TERRITORIES,114.20128572,22.37993883,838782.0,826748.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
260215000633,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),KOWLOON HOSPITAL 147A ARGYLE STREET KOWLOON,114.18207694,22.32445685,836804.0,820604.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,SECONDARY,N.A.,N.A.,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
154105000233,Aided Special Schools,TUNG WAN MOK LAW SHUI WAH SCHOOL (SECONDARY SECTION),"12 WONG YIN STREET, TUEN MUN, NEW TERRITORIES",113.96685243,22.40272015,814642.4,829285.6,BOYS,WHOLE DAY,TUEN MUN,AIDED,SECONDARY,29802383,29803241,https://www.tws.edu.hk,PROTESTANTISM / CHRISTIANITY
260215000623,Aided Special Schools,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),KOWLOON HOSPITAL 147A ARGYLE STREET KOWLOON,114.18207694,22.32445685,836804.0,820604.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,28922885,28021055,https://www.hkrchs.edu.hk/zh-hk,NOT APPLICABLE
154105000223,Aided Special Schools,TUNG WAN MOK LAW SHUI WAH SCHOOL (PRIMARY SECTION),"12 WONG YIN STREET, TUEN MUN, NEW TERRITORIES",113.96684859,22.40269305,814642.0,829282.6,BOYS,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,29802383,29803241,https://www.tws.edu.hk,PROTESTANTISM / CHRISTIANITY
